Plate,Time_h,Well,OD,blank_mean,Type,Concentration,Sample,Antibiotic,Lineage,OD_blanked,sample_group,replicate,timepoint_label,timepoint_actual
Plate1,23.960555555555555,G10,0.098,0.09266666666666666,sample,64,T2,TOB,ancestor,0.005333333333333343,T-lines,3,24h,23.960555555555555
Plate1,23.960555555555555,G11,0.095,0.09266666666666666,sample,128,T2,TOB,ancestor,0.00233333333333334,T-lines,3,24h,23.960555555555555
Plate1,23.960555555555555,G12,0.097,0.09266666666666666,sample,256,T2,TOB,ancestor,0.004333333333333342,T-lines,3,24h,23.960555555555555
Plate1,23.960555555555555,H1,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H2,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H3,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H4,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H5,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H6,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H7,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H8,0.091,0.09266666666666666,empty,NA,NA,NA,NA,-0.0016666666666666635,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H9,0.09,0.09266666666666666,empty,NA,NA,NA,NA,-0.0026666666666666644,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H10,0.09,0.09266666666666666,empty,NA,NA,NA,NA,-0.0026666666666666644,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H11,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate1,23.960555555555555,H12,0.089,0.09266666666666666,empty,NA,NA,NA,NA,-0.0036666666666666653,NA,NA,24h,23.960555555555555
Plate2,23.961388888888887,A1,0.091,0.092,blank,NA,NA,NA,NA,-0.0010000000000000009,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,A2,0.094,0.092,blank,NA,NA,NA,NA,0.0020000000000000018,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,A3,0.091,0.092,blank,NA,NA,NA,NA,-0.0010000000000000009,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,A4,0.093,0.092,empty,NA,NA,NA,NA,0.0010000000000000009,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,A5,0.091,0.092,empty,NA,NA,NA,NA,-0.0010000000000000009,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,A6,0.101,0.092,sample,0,T3,TOB,evolved,0.009000000000000008,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,A7,0.105,0.092,sample,0,T3,TOB,evolved,0.012999999999999998,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,A8,0.103,0.092,sample,0,T3,TOB,evolved,0.010999999999999996,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,A9,0.092,0.092,empty,NA,NA,NA,NA,0,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,A10,0.413,0.092,sample,0,T3,TOB,ancestor,0.32099999999999995,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,A11,0.461,0.092,sample,0,T3,TOB,ancestor,0.369,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,A12,0.466,0.092,sample,0,T3,TOB,ancestor,0.374,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,B1,0.106,0.092,sample,0.016,T3,TOB,evolved,0.013999999999999999,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B2,0.122,0.092,sample,0.047,T3,TOB,evolved,0.03,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B3,0.126,0.092,sample,0.125,T3,TOB,evolved,0.034,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B4,0.107,0.092,sample,0.38,T3,TOB,evolved,0.015,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B5,0.105,0.092,sample,1,T3,TOB,evolved,0.012999999999999998,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B6,0.11,0.092,sample,3,T3,TOB,evolved,0.018000000000000002,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B7,0.105,0.092,sample,8,T3,TOB,evolved,0.012999999999999998,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B8,0.105,0.092,sample,16,T3,TOB,evolved,0.012999999999999998,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B9,0.106,0.092,sample,32,T3,TOB,evolved,0.013999999999999999,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B10,0.109,0.092,sample,64,T3,TOB,evolved,0.017,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B11,0.109,0.092,sample,128,T3,TOB,evolved,0.017,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,B12,0.097,0.092,sample,256,T3,TOB,evolved,0.0050000000000000044,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,C1,0.1,0.092,sample,0.016,T3,TOB,evolved,0.008000000000000007,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C2,0.111,0.092,sample,0.047,T3,TOB,evolved,0.019000000000000003,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C3,0.109,0.092,sample,0.125,T3,TOB,evolved,0.017,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C4,0.107,0.092,sample,0.38,T3,TOB,evolved,0.015,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C5,0.107,0.092,sample,1,T3,TOB,evolved,0.015,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C6,0.101,0.092,sample,3,T3,TOB,evolved,0.009000000000000008,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C7,0.099,0.092,sample,8,T3,TOB,evolved,0.007000000000000006,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C8,0.1,0.092,sample,16,T3,TOB,evolved,0.008000000000000007,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C9,0.098,0.092,sample,32,T3,TOB,evolved,0.006000000000000005,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C10,0.1,0.092,sample,64,T3,TOB,evolved,0.008000000000000007,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C11,0.103,0.092,sample,128,T3,TOB,evolved,0.010999999999999996,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,C12,0.096,0.092,sample,256,T3,TOB,evolved,0.0040000000000000036,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,D1,0.1,0.092,sample,0.016,T3,TOB,evolved,0.008000000000000007,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D2,0.1,0.092,sample,0.047,T3,TOB,evolved,0.008000000000000007,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D3,0.097,0.092,sample,0.125,T3,TOB,evolved,0.0050000000000000044,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D4,0.097,0.092,sample,0.38,T3,TOB,evolved,0.0050000000000000044,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D5,0.095,0.092,sample,1,T3,TOB,evolved,0.0030000000000000027,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D6,0.096,0.092,sample,3,T3,TOB,evolved,0.0040000000000000036,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D7,0.095,0.092,sample,8,T3,TOB,evolved,0.0030000000000000027,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D8,0.095,0.092,sample,16,T3,TOB,evolved,0.0030000000000000027,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D9,0.097,0.092,sample,32,T3,TOB,evolved,0.0050000000000000044,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D10,0.097,0.092,sample,64,T3,TOB,evolved,0.0050000000000000044,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D11,0.099,0.092,sample,128,T3,TOB,evolved,0.007000000000000006,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,D12,0.094,0.092,sample,256,T3,TOB,evolved,0.0020000000000000018,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,E1,0.344,0.092,sample,0.016,T3,TOB,ancestor,0.252,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E2,0.239,0.092,sample,0.047,T3,TOB,ancestor,0.147,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E3,0.147,0.092,sample,0.125,T3,TOB,ancestor,0.05499999999999999,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E4,0.099,0.092,sample,0.38,T3,TOB,ancestor,0.007000000000000006,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E5,0.097,0.092,sample,1,T3,TOB,ancestor,0.0050000000000000044,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E6,0.095,0.092,sample,3,T3,TOB,ancestor,0.0030000000000000027,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E7,0.095,0.092,sample,8,T3,TOB,ancestor,0.0030000000000000027,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E8,0.096,0.092,sample,16,T3,TOB,ancestor,0.0040000000000000036,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E9,0.097,0.092,sample,32,T3,TOB,ancestor,0.0050000000000000044,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E10,0.099,0.092,sample,64,T3,TOB,ancestor,0.007000000000000006,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E11,0.1,0.092,sample,128,T3,TOB,ancestor,0.008000000000000007,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,E12,0.097,0.092,sample,256,T3,TOB,ancestor,0.0050000000000000044,T-lines,1,24h,23.961388888888887
Plate2,23.961388888888887,F1,0.379,0.092,sample,0.016,T3,TOB,ancestor,0.28700000000000003,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F2,0.249,0.092,sample,0.047,T3,TOB,ancestor,0.157,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F3,0.154,0.092,sample,0.125,T3,TOB,ancestor,0.062,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F4,0.099,0.092,sample,0.38,T3,TOB,ancestor,0.007000000000000006,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F5,0.098,0.092,sample,1,T3,TOB,ancestor,0.006000000000000005,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F6,0.097,0.092,sample,3,T3,TOB,ancestor,0.0050000000000000044,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F7,0.097,0.092,sample,8,T3,TOB,ancestor,0.0050000000000000044,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F8,0.097,0.092,sample,16,T3,TOB,ancestor,0.0050000000000000044,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F9,0.096,0.092,sample,32,T3,TOB,ancestor,0.0040000000000000036,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F10,0.098,0.092,sample,64,T3,TOB,ancestor,0.006000000000000005,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F11,0.097,0.092,sample,128,T3,TOB,ancestor,0.0050000000000000044,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,F12,0.099,0.092,sample,256,T3,TOB,ancestor,0.007000000000000006,T-lines,2,24h,23.961388888888887
Plate2,23.961388888888887,G1,0.329,0.092,sample,0.016,T3,TOB,ancestor,0.23700000000000002,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G2,0.24,0.092,sample,0.047,T3,TOB,ancestor,0.148,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G3,0.159,0.092,sample,0.125,T3,TOB,ancestor,0.067,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G4,0.099,0.092,sample,0.38,T3,TOB,ancestor,0.007000000000000006,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G5,0.097,0.092,sample,1,T3,TOB,ancestor,0.0050000000000000044,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G6,0.094,0.092,sample,3,T3,TOB,ancestor,0.0020000000000000018,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G7,0.098,0.092,sample,8,T3,TOB,ancestor,0.006000000000000005,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G8,0.099,0.092,sample,16,T3,TOB,ancestor,0.007000000000000006,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G9,0.096,0.092,sample,32,T3,TOB,ancestor,0.0040000000000000036,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G10,0.097,0.092,sample,64,T3,TOB,ancestor,0.0050000000000000044,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G11,0.098,0.092,sample,128,T3,TOB,ancestor,0.006000000000000005,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,G12,0.097,0.092,sample,256,T3,TOB,ancestor,0.0050000000000000044,T-lines,3,24h,23.961388888888887
Plate2,23.961388888888887,H1,0.152,0.092,empty,NA,NA,NA,NA,0.06,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H2,0.152,0.092,empty,NA,NA,NA,NA,0.06,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H3,0.153,0.092,empty,NA,NA,NA,NA,0.061,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H4,0.089,0.092,empty,NA,NA,NA,NA,-0.0030000000000000027,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H5,0.089,0.092,empty,NA,NA,NA,NA,-0.0030000000000000027,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H6,0.089,0.092,empty,NA,NA,NA,NA,-0.0030000000000000027,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H7,0.089,0.092,empty,NA,NA,NA,NA,-0.0030000000000000027,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H8,0.091,0.092,empty,NA,NA,NA,NA,-0.0010000000000000009,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H9,0.09,0.092,empty,NA,NA,NA,NA,-0.0020000000000000018,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H10,0.09,0.092,empty,NA,NA,NA,NA,-0.0020000000000000018,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H11,0.09,0.092,empty,NA,NA,NA,NA,-0.0020000000000000018,NA,NA,24h,23.961388888888887
Plate2,23.961388888888887,H12,0.089,0.092,empty,NA,NA,NA,NA,-0.0030000000000000027,NA,NA,24h,23.961388888888887
Plate1,47.96055555555556,A1,0.097,0.093,blank,NA,NA,NA,NA,0.0040000000000000036,NA,NA,48h,47.96055555555556
Plate1,47.96055555555556,A2,0.091,0.093,blank,NA,NA,NA,NA,-0.0020000000000000018,NA,NA,48h,47.96055555555556
Plate1,47.96055555555556,A3,0.091,0.093,blank,NA,NA,NA,NA,-0.0020000000000000018,NA,NA,48h,47.96055555555556
Plate1,47.96055555555556,A4,0.094,0.093,empty,NA,NA,NA,NA,0.0010000000000000009,NA,NA,48h,47.96055555555556
Plate1,47.96055555555556,A5,0.092,0.093,empty,NA,NA,NA,NA,-0.0010000000000000009,NA,NA,48h,47.96055555555556
Plate1,47.96055555555556,A6,0.405,0.093,sample,0,T2,TOB,evolved,0.31200000000000006,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,A7,0.418,0.093,sample,0,T2,TOB,evolved,0.32499999999999996,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,A8,0.42,0.093,sample,0,T2,TOB,evolved,0.32699999999999996,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,A9,0.091,0.093,empty,NA,NA,NA,NA,-0.0020000000000000018,NA,NA,48h,47.96055555555556
Plate1,47.96055555555556,A10,0.822,0.093,sample,0,T2,TOB,ancestor,0.729,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,A11,0.834,0.093,sample,0,T2,TOB,ancestor,0.741,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,A12,0.836,0.093,sample,0,T2,TOB,ancestor,0.743,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,B1,0.383,0.093,sample,0.016,T2,TOB,evolved,0.29000000000000004,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B2,0.294,0.093,sample,0.047,T2,TOB,evolved,0.20099999999999998,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B3,0.226,0.093,sample,0.125,T2,TOB,evolved,0.133,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B4,0.211,0.093,sample,0.38,T2,TOB,evolved,0.118,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B5,0.173,0.093,sample,1,T2,TOB,evolved,0.07999999999999999,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B6,0.097,0.093,sample,3,T2,TOB,evolved,0.0040000000000000036,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B7,0.094,0.093,sample,8,T2,TOB,evolved,0.0010000000000000009,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B8,0.095,0.093,sample,16,T2,TOB,evolved,0.0020000000000000018,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B9,0.094,0.093,sample,32,T2,TOB,evolved,0.0010000000000000009,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B10,0.099,0.093,sample,64,T2,TOB,evolved,0.006000000000000005,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B11,0.108,0.093,sample,128,T2,TOB,evolved,0.015,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,B12,0.097,0.093,sample,256,T2,TOB,evolved,0.0040000000000000036,T-lines,1,48h,47.96055555555556
Plate1,47.96055555555556,C1,0.369,0.093,sample,0.016,T2,TOB,evolved,0.276,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C2,0.269,0.093,sample,0.047,T2,TOB,evolved,0.17600000000000002,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C3,0.191,0.093,sample,0.125,T2,TOB,evolved,0.098,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C4,0.187,0.093,sample,0.38,T2,TOB,evolved,0.094,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C5,0.171,0.093,sample,1,T2,TOB,evolved,0.07800000000000001,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C6,0.097,0.093,sample,3,T2,TOB,evolved,0.0040000000000000036,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C7,0.096,0.093,sample,8,T2,TOB,evolved,0.0030000000000000027,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C8,0.095,0.093,sample,16,T2,TOB,evolved,0.0020000000000000018,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C9,0.095,0.093,sample,32,T2,TOB,evolved,0.0020000000000000018,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C10,0.097,0.093,sample,64,T2,TOB,evolved,0.0040000000000000036,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C11,0.094,0.093,sample,128,T2,TOB,evolved,0.0010000000000000009,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,C12,0.096,0.093,sample,256,T2,TOB,evolved,0.0030000000000000027,T-lines,2,48h,47.96055555555556
Plate1,47.96055555555556,D1,0.389,0.093,sample,0.016,T2,TOB,evolved,0.29600000000000004,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D2,0.294,0.093,sample,0.047,T2,TOB,evolved,0.20099999999999998,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D3,0.225,0.093,sample,0.125,T2,TOB,evolved,0.132,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D4,0.204,0.093,sample,0.38,T2,TOB,evolved,0.11099999999999999,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D5,0.166,0.093,sample,1,T2,TOB,evolved,0.07300000000000001,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D6,0.095,0.093,sample,3,T2,TOB,evolved,0.0020000000000000018,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D7,0.095,0.093,sample,8,T2,TOB,evolved,0.0020000000000000018,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D8,0.097,0.093,sample,16,T2,TOB,evolved,0.0040000000000000036,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D9,0.097,0.093,sample,32,T2,TOB,evolved,0.0040000000000000036,T-lines,3,48h,47.96055555555556
Plate1,47.96055555555556,D10,0.097,0.093,sample,64,T2,TOB,evolved,0.0040000000000000036,T-lines,3,48h,47.96055555555556
